,team,rival,win,tie,loss,difference,total,metric
5343,North Korea,Finland,1,0,0,1,1,1.0
5344,Guinea,North Korea,1,0,0,1,1,1.0
5345,North Korea,Ivory Coast,0,0,1,-1,1,-1.0
5346,Laos,North Korea,1,0,0,1,1,1.0
5347,Mali,North Korea,1,0,0,1,1,1.0
5348,North Vietnam,North Korea,5,0,1,4,6,0.6666666666666670
5349,Palestine,North Korea,1,0,1,0,2,0.0
5350,Philippines,North Korea,2,1,1,1,4,0.25
5351,Portugal,North Korea,1,0,1,0,2,0.0
5352,North Korea,Qatar,3,5,4,-1,12,-0.08333333333333330
5353,Russia,North Korea,1,0,1,0,2,0.0
5354,Saudi Arabia,North Korea,4,2,2,2,8,0.25
5355,Singapore,North Korea,5,1,4,1,10,0.1
5356,Somalia,North Korea,1,0,0,1,1,1.0
5357,South Korea,North Korea,8,8,1,7,17,0.4117647058823530
5358,North Korea,Sri Lanka,2,0,0,2,2,1.0
5359,North Korea,Sweden,0,2,1,-1,3,-0.3333333333333330
5360,North Korea,Syria,4,2,1,3,7,0.42857142857142900
5361,Tajikistan,North Korea,2,1,3,-1,6,-0.16666666666666700
5362,Thailand,North Korea,5,5,5,0,15,0.0
5363,Turkmenistan,North Korea,1,3,1,0,5,0.0
5364,United Arab Emirates,North Korea,5,4,1,4,10,0.4
5365,Uzbekistan,North Korea,6,2,1,5,9,0.5555555555555560
5366,North Korea,Vietnam,2,4,2,0,8,0.0
5367,Yemen,North Korea,3,2,1,2,6,0.3333333333333330
5368,Australia,North Macedonia,0,1,1,-1,2,-0.5
5369,Austria,North Macedonia,0,0,1,-1,1,-1.0
5370,Cameroon,North Macedonia,0,0,2,-2,2,-1.0
5371,North Macedonia,Ecuador,1,0,0,1,1,1.0
5372,Egypt,North Macedonia,0,1,0,0,1,0.0
5373,North Macedonia,Lebanon,0,0,1,-1,1,-1.0
5374,Nigeria,North Macedonia,0,1,0,0,1,0.0
5375,Norway,North Macedonia,3,1,0,3,4,0.75
5376,Poland,North Macedonia,1,1,3,-2,5,-0.4
5377,Portugal,North Macedonia,0,1,1,-1,2,-0.5
5378,Qatar,North Macedonia,1,1,1,0,3,0.0
5379,Republic of Ireland,North Macedonia,4,1,1,3,6,0.5
5380,Romania,North Macedonia,2,0,3,-1,5,-0.2
5381,Russia,North Macedonia,2,0,2,0,4,0.0
5382,Scotland,North Macedonia,2,1,1,1,4,0.25
5383,North Macedonia,Serbia,3,1,2,1,6,0.16666666666666700
5384,Slovakia,North Macedonia,3,2,3,0,8,0.0
5385,North Macedonia,Slovenia,4,1,1,3,6,0.5
5386,South Korea,North Macedonia,1,1,0,1,2,0.5
5387,Spain,North Macedonia,3,0,4,-1,7,-0.14285714285714300
5388,North Macedonia,Sweden,2,0,1,1,3,0.3333333333333330
5389,Turkey,North Macedonia,2,2,4,-2,8,-0.25
5390,Ukraine,North Macedonia,2,1,1,1,4,0.25
5391,North Macedonia,Wales,2,0,0,2,2,1.0
5392,North Vietnam,Cuba,1,0,0,1,1,1.0
5393,North Vietnam,Mongolia,1,0,0,1,1,1.0
5394,North Vietnam,Yemen,1,0,0,1,1,1.0
5395,Northern Cyprus,Darfur,1,0,0,1,1,1.0
5396,Northern Cyprus,Gibraltar,1,0,0,1,1,1.0
5397,Northern Cyprus,Greenland,1,0,0,1,1,1.0
5398,Northern Cyprus,Kyrgyzstan,1,0,0,1,1,1.0
5399,Northern Cyprus,Kárpátalja,1,2,0,1,3,0.3333333333333330
5400,Northern Cyprus,Padania,1,1,2,-1,4,-0.25
5401,Northern Cyprus,Raetia,1,0,0,1,1,1.0
5402,Northern Cyprus,Saudi Arabia,0,0,1,-1,1,-1.0
5403,Northern Cyprus,South Ossetia,1,0,0,1,1,1.0
5404,Northern Cyprus,Székely Land,1,0,0,1,1,1.0
5405,Northern Cyprus,Tajikistan,1,0,0,1,1,1.0
5406,Northern Cyprus,Tibet,2,0,0,2,2,1.0
5407,Northern Cyprus,Turkey,1,0,1,0,2,0.0
5408,Northern Cyprus,Zanzibar,2,1,2,0,5,0.0
5409,Northern Ireland,Brazil,0,0,1,-1,1,-1.0
5410,Northern Ireland,Croatia,0,0,1,-1,1,-1.0
5411,Northern Ireland,Georgia,1,0,0,1,1,1.0
5412,Morocco,Northern Ireland,1,1,0,1,2,0.5
5413,New Zealand,Northern Ireland,1,0,0,1,1,1.0
5414,Norway,Northern Ireland,5,0,5,0,10,0.0
5415,Poland,Northern Ireland,5,2,3,2,10,0.2
5416,Portugal,Northern Ireland,4,7,2,2,13,0.15384615384615400
5417,Northern Ireland,Qatar,0,1,0,0,1,0.0
5418,Republic of Ireland,Northern Ireland,4,5,2,2,11,0.18181818181818200
5419,Northern Ireland,Romania,4,1,1,3,6,0.5
5420,Russia,Northern Ireland,4,2,0,4,6,0.6666666666666670
5421,San Marino,Northern Ireland,2,0,2,0,4,0.0
5422,Northern Ireland,Scotland,45,17,33,12,95,0.12631578947368400
5423,Northern Ireland,Serbia,1,1,3,-2,5,-0.4
5424,Northern Ireland,Slovakia,2,1,1,1,4,0.25
5425,Northern Ireland,Slovenia,3,1,1,2,5,0.4
5426,Northern Ireland,South Africa,0,0,1,-1,1,-1.0
5427,South Korea,Northern Ireland,1,0,0,1,1,1.0
5428,Northern Ireland,Spain,8,5,5,3,18,0.16666666666666700
5429,Northern Ireland,Sweden,3,1,3,0,7,0.0
5430,Northern Ireland,Switzerland,3,2,1,2,6,0.3333333333333330
5431,Northern Ireland,Turkey,7,2,3,4,12,0.3333333333333330
5432,Ukraine,Northern Ireland,1,2,2,-1,5,-0.2
5433,Northern Ireland,United States,1,0,0,1,1,1.0
5434,Uruguay,Northern Ireland,3,0,1,2,4,0.5
5435,Northern Ireland,Wales,42,23,29,13,94,0.13829787234042600
5436,Northern Ireland,Yugoslavia,4,1,2,2,7,0.2857142857142860
5437,Palestine,Northern Mariana Islands,0,0,1,-1,1,-1.0
5438,Norway,Argentina,2,0,0,2,2,1.0
5439,Norway,Basque Country,0,0,1,-1,1,-1.0
5440,Norway,Cameroon,1,0,0,1,1,1.0
5441,Norway,Colombia,0,1,0,0,1,0.0
5442,Norway,Ghana,1,0,0,1,1,1.0
5443,Norway,Honduras,1,0,0,1,1,1.0
5444,Norway,Japan,1,0,0,1,1,1.0
5445,Norway,Lithuania,2,0,0,2,2,1.0
5446,Norway,Nigeria,0,1,0,0,1,0.0
5447,Norway,North Korea,1,0,0,1,1,1.0
5448,Norway,Panama,1,0,0,1,1,1.0
5449,Norway,Paraguay,0,1,0,0,1,0.0
5450,Norway,Poland,7,3,7,0,17,0.0
5451,Norway,Portugal,6,2,3,3,11,0.2727272727272730
5452,Norway,Republic of Ireland,6,8,4,2,18,0.1111111111111110
5453,Norway,Romania,4,7,2,2,13,0.15384615384615400
5454,Norway,Russia,6,4,3,3,13,0.23076923076923100
5455,Norway,Saarland,0,1,1,-1,2,-0.5
5456,Norway,San Marino,2,0,2,0,4,0.0
5457,Norway,Saudi Arabia,1,0,0,1,1,1.0
5458,Norway,Scotland,5,6,7,-2,18,-0.1111111111111110
5459,Norway,Serbia,0,1,2,-2,3,-0.6666666666666670
5460,Norway,Slovakia,2,0,1,1,3,0.3333333333333330
5461,Norway,Slovenia,5,2,2,3,9,0.3333333333333330
5462,Norway,South Africa,2,0,1,1,3,0.3333333333333330
5463,Norway,South Korea,1,1,2,-1,4,-0.25
5464,Norway,Spain,4,2,2,2,8,0.25
5465,Norway,Sweden,48,25,34,14,107,0.1308411214953270
5466,Norway,Switzerland,6,5,8,-2,19,-0.10526315789473700
5467,Norway,Thailand,1,0,1,0,2,0.0
5468,Norway,Turkey,3,2,3,0,8,0.0
5469,Norway,Ukraine,1,1,3,-2,5,-0.4
5470,Norway,United Arab Emirates,0,2,1,-1,3,-0.3333333333333330
5471,Norway,United States,4,1,0,4,5,0.8
5472,Norway,Uruguay,0,1,1,-1,2,-0.5
5473,Norway,Wales,6,4,1,5,11,0.45454545454545500
5474,Norway,Yugoslavia,7,2,4,3,13,0.23076923076923100
5475,Occitania,Monaco,0,0,1,-1,1,-1.0
5476,Occitania,Padania,1,0,1,0,2,0.0
5477,Occitania,Sápmi,0,0,2,-2,2,-1.0
5478,Occitania,Tamil Eelam,1,0,0,1,1,1.0
5479,Occitania,Two Sicilies,1,0,0,1,1,1.0
5480,Occitania,Western Sahara,1,0,1,0,2,0.0
5481,Afghanistan,Oman,1,0,0,1,1,1.0
5482,Algeria,Oman,0,0,1,-1,1,-1.0
5483,Azerbaijan,Oman,1,0,0,1,1,1.0
5484,Oman,Belarus,0,0,1,-1,1,-1.0
5485,Benin,Oman,1,0,0,1,1,1.0
5486,Brazil,Oman,0,0,1,-1,1,-1.0
5487,Bulgaria,Oman,0,1,0,0,1,0.0
5488,Burkina Faso,Oman,1,1,0,1,2,0.5
5489,Chile,Oman,0,0,1,-1,1,-1.0
5490,Chinese Taipei,Oman,1,0,0,1,1,1.0
5491,Costa Rica,Oman,0,0,1,-1,1,-1.0
5492,DR Congo,Oman,0,1,0,0,1,0.0
5493,Oman,Ecuador,1,1,1,0,3,0.0
5494,Egypt,Oman,0,1,1,-1,2,-0.5
5495,Estonia,Oman,1,0,1,0,2,0.0
5496,Gabon,Oman,1,0,0,1,1,1.0
5497,Germany,Oman,0,0,1,-1,1,-1.0
5498,Haiti,Oman,1,0,0,1,1,1.0
5499,Kenya,Oman,2,3,0,2,5,0.4
5500,Kyrgyzstan,Oman,2,0,0,2,2,1.0
5501,Laos,Oman,2,0,0,2,2,1.0
5502,Liberia,Oman,1,0,0,1,1,1.0
5503,Mali,Oman,1,1,0,1,2,0.5
5504,Mauritania,Oman,0,1,0,0,1,0.0
5505,Morocco,Oman,0,1,0,0,1,0.0
5506,Mozambique,Oman,0,0,1,-1,1,-1.0
5507,North Korea,Oman,0,1,0,0,1,0.0
5508,North Macedonia,Oman,1,0,0,1,1,1.0
5509,Norway,Oman,0,0,1,-1,1,-1.0
5510,Pakistan,Oman,1,0,1,0,2,0.0
5511,Palestine,Oman,3,0,0,3,3,1.0
5512,Paraguay,Oman,0,0,1,-1,1,-1.0
5513,Philippines,Oman,2,1,0,2,3,0.6666666666666670
5514,Qatar,Oman,12,9,9,3,30,0.1
5515,Saudi Arabia,Oman,5,4,8,-3,17,-0.17647058823529400
5516,Senegal,Oman,2,0,1,1,3,0.3333333333333330
5517,Singapore,Oman,4,1,5,-1,10,-0.1
5518,Oman,Slovenia,0,0,2,-2,2,-1.0
5519,South Korea,Oman,4,0,0,4,4,1.0
5520,Oman,Sri Lanka,1,1,1,0,3,0.0
5521,Sudan,Oman,0,3,2,-2,5,-0.4
5522,Oman,Sweden,0,0,1,-1,1,-1.0
5523,Switzerland,Oman,0,0,2,-2,2,-1.0
5524,Oman,Syria,9,7,5,4,21,0.19047619047619000
5525,Tajikistan,Oman,4,0,0,4,4,1.0
5526,Thailand,Oman,9,0,1,8,10,0.8
5527,Togo,Oman,0,0,1,-1,1,-1.0
5528,Tunisia,Oman,1,1,0,1,2,0.5
5529,Turkmenistan,Oman,5,0,0,5,5,1.0
5530,United Arab Emirates,Oman,14,11,6,8,31,0.25806451612903200
5531,Uruguay,Oman,0,0,1,-1,1,-1.0
5532,Uzbekistan,Oman,4,0,2,2,6,0.3333333333333330
5533,Vietnam,Oman,1,0,1,0,2,0.0
5534,Yemen,Oman,6,2,1,5,9,0.5555555555555560
5535,Zambia,Oman,1,2,0,1,3,0.3333333333333330
5536,Zimbabwe,Oman,1,0,0,1,1,1.0
5537,Alderney,Orkney,2,0,1,1,3,0.3333333333333330
5538,Falkland Islands,Orkney,1,0,1,0,2,0.0
5539,Gibraltar,Orkney,0,0,2,-2,2,-1.0
5540,Greenland,Orkney,0,0,1,-1,1,-1.0
5541,Orkney,Shetland,1,0,1,0,2,0.0
5542,Ynys Môn,Orkney,1,0,1,0,2,0.0
5543,Abkhazia,Padania,0,2,0,0,2,0.0
5544,Arameans Suryoye,Padania,2,0,0,2,2,1.0
5545,Ellan Vannin,Padania,2,0,0,2,2,1.0
5546,Felvidék,Padania,2,0,0,2,2,1.0
5547,Matabeleland,Padania,1,0,0,1,1,1.0
5548,Panjab,Padania,2,0,0,2,2,1.0
5549,Romani people,Padania,1,0,0,1,1,1.0
5550,Székely Land,Padania,2,2,0,2,4,0.5
5551,Padania,Sápmi,2,0,1,1,3,0.3333333333333330
5552,Padania,Tuvalu,1,0,0,1,1,1.0
5553,Two Sicilies,Padania,1,0,0,1,1,1.0
5554,Western Armenia,Padania,0,1,0,0,1,0.0
5555,Pakistan,Bhutan,2,0,0,2,2,1.0
5556,Pakistan,Chinese Taipei,0,1,0,0,1,0.0
5557,Guam,Pakistan,1,0,0,1,1,1.0
5558,Pakistan,North Korea,0,1,0,0,1,0.0
5559,Palestine,Pakistan,3,0,2,1,5,0.2
5560,Pakistan,Singapore,4,3,0,4,7,0.5714285714285710
5561,South Korea,Pakistan,2,0,0,2,2,1.0
5562,Pakistan,Sri Lanka,9,4,3,6,16,0.375
5563,Sudan,Pakistan,0,0,1,-1,1,-1.0
5564,Tajikistan,Pakistan,1,0,1,0,2,0.0
5565,Pakistan,Thailand,4,0,0,4,4,1.0
5566,Pakistan,Turkey,1,1,3,-2,5,-0.4
5567,Pakistan,Turkmenistan,1,0,1,0,2,0.0
5568,Pakistan,United Arab Emirates,2,0,2,0,4,0.0
5569,Pakistan,Vietnam Republic,0,1,0,0,1,0.0
5570,Yemen,Pakistan,3,1,1,2,5,0.4
5571,Guam,Palau,0,0,1,-1,1,-1.0
5572,Vanuatu,Palau,0,0,1,-1,1,-1.0
5573,Palestine,Australia,0,0,1,-1,1,-1.0
5574,Palestine,Azerbaijan,1,0,0,1,1,1.0
5575,Palestine,Chinese Taipei,2,0,0,2,2,1.0
5576,Guam,Palestine,1,0,0,1,1,1.0
5577,North Vietnam,Palestine,0,0,1,-1,1,-1.0
5578,Palestine,Philippines,2,1,0,2,3,0.6666666666666670
5579,Palestine,Qatar,7,2,2,5,11,0.45454545454545500
5580,Saudi Arabia,Palestine,3,3,0,3,6,0.5
5581,Palestine,Singapore,2,1,1,1,4,0.25
5582,Sudan,Palestine,0,4,2,-2,6,-0.3333333333333330
5583,Palestine,Syria,5,3,3,2,11,0.18181818181818200
5584,Tajikistan,Palestine,0,2,0,0,2,0.0
5585,Palestine,Thailand,1,1,0,1,2,0.5
5586,Tunisia,Palestine,0,1,1,-1,2,-0.5
5587,Palestine,Turkmenistan,0,1,0,0,1,0.0
5588,Palestine,United Arab Emirates,2,2,0,2,4,0.5
5589,Palestine,Uzbekistan,2,0,1,1,3,0.3333333333333330
5590,Palestine,Vatican City,1,0,0,1,1,1.0
5591,Yemen,Palestine,4,0,2,2,6,0.3333333333333330
5592,Palestine,Yemen DPR,0,0,1,-1,1,-1.0
5593,Panama,Armenia,0,1,0,0,1,0.0
5594,Panama,Basque Country,0,1,0,0,1,0.0
5595,Panama,Guadeloupe,1,0,1,0,2,0.0
5596,Panama,Northern Ireland,0,1,0,0,1,0.0
5597,Panama,Paraguay,1,1,3,-2,5,-0.4
5598,Panama,Peru,3,0,4,-1,7,-0.14285714285714300
5599,Panama,Puerto Rico,1,1,2,-1,4,-0.25
5600,Panama,Saint Lucia,1,0,1,0,2,0.0
5601,Panama,Spain,0,0,1,-1,1,-1.0
5602,Panama,Trinidad and Tobago,12,6,3,9,21,0.42857142857142900
5603,Tunisia,Panama,0,0,1,-1,1,-1.0
5604,Panama,United States,12,6,4,8,22,0.36363636363636400
5605,Uruguay,Panama,1,0,1,0,2,0.0
5606,Venezuela,Panama,3,3,7,-4,13,-0.3076923076923080
5607,Panjab,Cascadia,0,1,0,0,1,0.0
5608,Panjab,Kabylia,1,0,0,1,1,1.0
5609,Panjab,United Koreans in Japan,0,1,0,0,1,0.0
5610,Panjab,Western Armenia,0,0,2,-2,2,-1.0
5611,Papua New Guinea,China PR,0,1,1,-1,2,-0.5
5612,Micronesia,Papua New Guinea,1,0,0,1,1,1.0
5613,Papua New Guinea,Samoa,1,0,3,-2,4,-0.5
5614,Solomon Islands,Papua New Guinea,11,4,3,8,18,0.4444444444444440
5615,Tahiti,Papua New Guinea,2,4,7,-5,13,-0.38461538461538500
5616,Tonga,Papua New Guinea,2,1,0,2,3,0.6666666666666670
5617,Vanuatu,Papua New Guinea,8,4,5,3,17,0.17647058823529400
5618,Papua New Guinea,Wallis Islands and Futuna,3,0,0,3,3,1.0
5619,Paraguay,Armenia,1,0,1,0,2,0.0
5620,Paraguay,Bosnia and Herzegovina,1,0,0,1,1,1.0
5621,Paraguay,Bulgaria,0,1,0,0,1,0.0
5622,Iraq,Paraguay,1,0,0,1,1,1.0
5623,North Korea,Paraguay,1,0,0,1,1,1.0
5624,Peru,Paraguay,30,13,9,21,52,0.40384615384615400
5625,Poland,Paraguay,1,0,0,1,1,1.0
5626,Paraguay,Qatar,0,2,2,-2,4,-0.5
5627,Romania,Paraguay,2,0,0,2,2,1.0
5628,Scotland,Paraguay,1,0,0,1,1,1.0
5629,Paraguay,Serbia,2,0,0,2,2,1.0
5630,Paraguay,South Africa,1,3,0,1,4,0.25
5631,South Korea,Paraguay,2,3,1,1,6,0.16666666666666700
5632,Paraguay,Spain,1,2,1,0,4,0.0
5633,Paraguay,Sweden,1,1,1,0,3,0.0
5634,Togo,Paraguay,1,0,0,1,1,1.0
5635,Trinidad and Tobago,Paraguay,1,2,0,1,3,0.3333333333333330
5636,United Arab Emirates,Paraguay,0,1,0,0,1,0.0
5637,Paraguay,United States,3,2,3,0,8,0.0
5638,Uruguay,Paraguay,36,18,20,16,74,0.21621621621621600
5639,Venezuela,Paraguay,11,5,9,2,25,0.08
5640,Paraguay,Yugoslavia,0,1,1,-1,2,-0.5
5641,Parishes of Jersey,Chagos Islands,1,0,0,1,1,1.0
5642,Yorkshire,Parishes of Jersey,2,0,0,2,2,1.0
5643,Peru,Armenia,1,0,0,1,1,1.0
5644,Peru,Belarus,0,1,0,0,1,0.0
5645,Peru,Cameroon,0,1,0,0,1,0.0
5646,Peru,Croatia,1,0,0,1,1,1.0
5647,Peru,Czech Republic,0,1,0,0,1,0.0
5648,Peru,Czechoslovakia,1,0,1,0,2,0.0
5649,Denmark,Peru,0,0,1,-1,1,-1.0
5650,Peru,Iceland,1,0,0,1,1,1.0
5651,Nigeria,Peru,1,0,0,1,1,1.0
5652,Poland,Peru,1,0,2,-1,3,-0.3333333333333330
5653,Peru,Romania,0,2,2,-2,4,-0.5
5654,Russia,Peru,1,1,1,0,3,0.0
5655,Peru,Scotland,3,1,0,3,4,0.75
5656,Senegal,Peru,1,0,0,1,1,1.0
5657,Peru,Slovakia,1,0,0,1,1,1.0
5658,Peru,Spain,2,0,1,1,3,0.3333333333333330
5659,Peru,Trinidad and Tobago,2,1,0,2,3,0.6666666666666670
5660,Peru,United Arab Emirates,0,1,0,0,1,0.0
5661,Peru,United States,3,2,1,2,6,0.3333333333333330
5662,Uruguay,Peru,28,15,24,4,67,0.05970149253731340
5663,Venezuela,Peru,23,6,4,19,33,0.5757575757575760
5664,Peru,Yugoslavia,0,0,1,-1,1,-1.0
5665,Afghanistan,Philippines,0,2,0,0,2,0.0
5666,Philippines,Australia,0,0,1,-1,1,-1.0
5667,Philippines,Azerbaijan,0,0,1,-1,1,-1.0
5668,Philippines,Bhutan,2,0,0,2,2,1.0
5669,Estonia,Philippines,0,0,1,-1,1,-1.0
5670,Fiji,Philippines,1,0,0,1,1,1.0
5671,Guam,Philippines,3,0,0,3,3,1.0
5672,Philippines,Pakistan,1,0,0,1,1,1.0
5673,Philippines,Papua New Guinea,1,0,0,1,1,1.0
5674,Philippines,Singapore,10,4,4,6,18,0.3333333333333330
5675,South Korea,Philippines,3,0,2,1,5,0.2
5676,Philippines,Sri Lanka,2,1,1,1,4,0.25
5677,Tajikistan,Philippines,1,1,2,-1,4,-0.25
5678,Philippines,Thailand,11,2,4,7,17,0.4117647058823530
5679,Philippines,Turkmenistan,3,0,1,2,4,0.5
5680,Philippines,United States,0,0,1,-1,1,-1.0
5681,Uzbekistan,Philippines,1,0,1,0,2,0.0
5682,Philippines,Vietnam,4,0,4,0,8,0.0
5683,Philippines,Vietnam Republic,0,0,1,-1,1,-1.0
5684,Yemen,Philippines,0,2,2,-2,4,-0.5
5685,Poland,Algeria,1,0,0,1,1,1.0
5686,Poland,Andorra,1,0,0,1,1,1.0
5687,Poland,Australia,0,0,1,-1,1,-1.0
5688,Poland,Cameroon,0,2,1,-1,3,-0.3333333333333330
5689,Poland,Chile,0,1,0,0,1,0.0
5690,Poland,Ivory Coast,1,0,0,1,1,1.0
5691,Poland,Liechtenstein,1,0,0,1,1,1.0
5692,Poland,Nigeria,0,0,1,-1,1,-1.0
5693,Poland,North Korea,0,1,0,0,1,0.0
5694,Poland,Portugal,5,5,3,2,13,0.15384615384615400
5695,Poland,Republic of Ireland,14,11,3,11,28,0.39285714285714300
5696,Poland,Romania,12,15,9,3,36,0.08333333333333330
5697,Poland,Russia,9,5,1,8,15,0.5333333333333330
5698,Poland,San Marino,4,0,4,0,8,0.0
5699,Saudi Arabia,Poland,1,0,3,-2,4,-0.5
5700,Poland,Scotland,1,5,4,-3,10,-0.3
5701,Poland,Senegal,0,0,1,-1,1,-1.0
5702,Poland,Serbia,3,3,1,2,7,0.2857142857142860
5703,Poland,Singapore,1,0,0,1,1,1.0
5704,Poland,Slovakia,3,1,3,0,7,0.0
5705,Poland,Slovenia,4,3,0,4,7,0.5714285714285710
5706,Poland,South Africa,2,0,0,2,2,1.0
5707,South Korea,Poland,2,1,0,2,3,0.6666666666666670
5708,Poland,Spain,5,1,4,1,10,0.1
5709,Poland,Sweden,15,4,7,8,26,0.3076923076923080
5710,Poland,Switzerland,2,5,3,-1,10,-0.1
5711,Tunisia,Poland,2,0,1,1,3,0.3333333333333330
5712,Poland,Turkey,9,3,5,4,17,0.23529411764705900
5713,Poland,Ukraine,2,2,4,-2,8,-0.25
5714,Poland,United Arab Emirates,2,0,1,1,3,0.3333333333333330
5715,Poland,United States,5,3,8,-3,16,-0.1875
5716,Uruguay,Poland,0,2,2,-2,4,-0.5
5717,Poland,Wales,3,2,3,0,8,0.0
5718,Poland,Yugoslavia,10,4,5,5,19,0.2631578947368420
5719,Algeria,Portugal,1,0,0,1,1,1.0
5720,Portugal,Bolivia,1,0,0,1,1,1.0
5721,Portugal,Cameroon,2,0,0,2,2,1.0
5722,Portugal,Cape Verde,1,1,1,0,3,0.0
5723,Portugal,Georgia,1,0,0,1,1,1.0
5724,Ghana,Portugal,1,0,0,1,1,1.0
5725,Gibraltar,Portugal,1,0,0,1,1,1.0
5726,Portugal,Moldova,1,0,0,1,1,1.0
5727,Morocco,Portugal,1,0,1,0,2,0.0
5728,Portugal,Panama,1,0,0,1,1,1.0
5729,Portugal,Paraguay,0,1,0,0,1,0.0
5730,Republic of Ireland,Portugal,7,2,4,3,13,0.23076923076923100
5731,Portugal,Romania,6,2,3,3,11,0.2727272727272730
5732,Russia,Portugal,9,1,1,8,11,0.7272727272727270
5733,Saudi Arabia,Portugal,1,0,1,0,2,0.0
5734,Portugal,Scotland,10,3,2,8,15,0.5333333333333330
5735,Portugal,Serbia,1,3,2,-1,6,-0.16666666666666700
5736,Portugal,Slovakia,2,1,1,1,4,0.25
5737,Portugal,South Africa,2,0,0,2,2,1.0
5738,Portugal,Spain,18,14,5,13,37,0.35135135135135100
5739,Portugal,Sweden,3,6,9,-6,18,-0.3333333333333330
5740,Portugal,Switzerland,14,5,4,10,23,0.43478260869565200
5741,Tunisia,Portugal,0,2,0,0,2,0.0
5742,Portugal,Turkey,5,0,3,2,8,0.25
5743,Ukraine,Portugal,3,1,0,3,4,0.75
5744,Portugal,United States,4,3,0,4,7,0.5714285714285710
5745,Uruguay,Portugal,2,1,0,2,3,0.6666666666666670
5746,Portugal,Wales,4,0,0,4,4,1.0
5747,Portugal,Yugoslavia,3,0,1,2,4,0.5
5748,Northern Cyprus,Provence,1,0,0,1,1,1.0
5749,Provence,Padania,0,0,1,-1,1,-1.0
5750,Provence,Sápmi,1,1,1,0,3,0.0
5751,Two Sicilies,Provence,0,0,1,-1,1,-1.0
5752,Zanzibar,Provence,0,0,1,-1,1,-1.0
5753,Cayman Islands,Puerto Rico,2,0,0,2,2,1.0
5754,Puerto Rico,French Guiana,0,0,1,-1,1,-1.0
5755,Puerto Rico,Guatemala,0,0,1,-1,1,-1.0
5756,Puerto Rico,Saint Kitts and Nevis,3,2,1,2,6,0.3333333333333330
5757,Puerto Rico,Saint Lucia,2,0,0,2,2,1.0
5758,Saint Martin,Puerto Rico,2,0,0,2,2,1.0
5759,Saint Vincent and the Grenadines,Puerto Rico,0,0,1,-1,1,-1.0
5760,Sint Maarten,Puerto Rico,1,0,0,1,1,1.0
5761,Puerto Rico,Spain,0,0,1,-1,1,-1.0
5762,Suriname,Puerto Rico,0,1,0,0,1,0.0
5763,Trinidad and Tobago,Puerto Rico,1,1,2,-1,4,-0.25
5764,Puerto Rico,United States,0,0,1,-1,1,-1.0
5765,Afghanistan,Qatar,2,1,0,2,3,0.6666666666666670
5766,Qatar,Argentina,0,0,2,-2,2,-1.0
5767,Azerbaijan,Qatar,0,1,1,-1,2,-0.5
5768,Bulgaria,Qatar,0,0,1,-1,1,-1.0
5769,Burkina Faso,Qatar,0,1,0,0,1,0.0
5770,Curaçao,Qatar,0,0,1,-1,1,-1.0
5771,Czech Republic,Qatar,0,0,1,-1,1,-1.0
5772,DR Congo,Qatar,0,1,0,0,1,0.0
5773,Qatar,Ecuador,1,1,1,0,3,0.0
5774,Estonia,Qatar,2,0,0,2,2,1.0
5775,Qatar,Finland,1,3,0,1,4,0.25
5776,Georgia,Qatar,0,0,1,-1,1,-1.0
5777,Greece,Qatar,0,0,1,-1,1,-1.0
5778,Haiti,Qatar,0,0,1,-1,1,-1.0
5779,Hungary,Qatar,0,1,2,-2,3,-0.6666666666666670
5780,India,Qatar,1,0,1,0,2,0.0
5781,Ivory Coast,Qatar,0,0,1,-1,1,-1.0
5782,Kyrgyzstan,Qatar,1,1,0,1,2,0.5
5783,Latvia,Qatar,1,0,0,1,1,1.0
5784,Liechtenstein,Qatar,0,0,1,-1,1,-1.0
5785,Mali,Qatar,0,1,0,0,1,0.0
5786,Mauritius,Qatar,1,0,0,1,1,1.0
5787,Qatar,Moldova,0,1,0,0,1,0.0
5788,New Zealand,Qatar,1,0,0,1,1,1.0
5789,Norway,Qatar,0,0,1,-1,1,-1.0
5790,Pakistan,Qatar,1,0,0,1,1,1.0
5791,Peru,Qatar,0,0,1,-1,1,-1.0
5792,Philippines,Qatar,1,0,0,1,1,1.0
5793,Russia,Qatar,1,1,1,0,3,0.0
5794,Saudi Arabia,Qatar,10,14,12,-2,36,-0.05555555555555560
5795,Qatar,Serbia,1,0,0,1,1,1.0
5796,Singapore,Qatar,7,0,4,3,11,0.2727272727272730
5797,Qatar,Slovenia,2,0,0,2,2,1.0
5798,South Korea,Qatar,3,1,5,-2,9,-0.2222222222222220
5799,Qatar,Sri Lanka,2,0,1,1,3,0.3333333333333330
5800,Sudan,Qatar,3,1,0,3,4,0.75
5801,Qatar,Sweden,0,1,1,-1,2,-0.5
5802,Qatar,Syria,7,3,2,5,12,0.4166666666666670
5803,Tajikistan,Qatar,2,0,1,1,3,0.3333333333333330
5804,Thailand,Qatar,6,4,2,4,12,0.3333333333333330
5805,Tunisia,Qatar,3,0,0,3,3,1.0
5806,Turkey,Qatar,0,0,1,-1,1,-1.0
5807,Turkmenistan,Qatar,3,0,0,3,3,1.0
5808,United Arab Emirates,Qatar,13,7,8,5,28,0.17857142857142900
5809,Uzbekistan,Qatar,9,2,3,6,14,0.42857142857142900
